text,label
"Werey no dey do person, Wig cap or torch light tear the first day I use am, quality poor, e no worth the price at all. make una no waste your money.",negative
"Na wa o, This belt cause wahala for me, I no know if na fake or wetin, no buy am o. I don report to Jumia already.",negative
"Werey no dey do person, I love how dem wrap the office chair, extra plastic everywhere, e no fit spoil for road. na correct product be dis.",positive
"God when catch person, I don order dis wallet tire tire, no be wetin dem show for site, quality no good at all. I don report to Jumia already.",negative
"Believe me, I love how dem wrap the hair dryer, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"Na wa o, Dis shoe sweet me well well, e reach as e dey for picture, delivery sef no waste time. na correct product be dis.",positive
"Guy, Wig cap or wristwatch tear the first day I use am, quality poor, e no worth the price at all.",negative
"Laptop bag or ring dey okay, zip small tight but e go loosen with time I believe. nothing to hail, nothing to condemn.",neutral
"To God who made me, Two weeks now, my money don go, dis sunglasses never show, na so dem dey scam people. no be small disappointment.",negative
"Believe me, Dem send expired iron to me, I no even fit use am, na waste of money be dis. e pain me well well.",negative
"Small small, Everything come complete, instructions dey inside, my router setup no stress me at all. I don recommend am to my people.",positive
"As I dey talk, Customer service sharp reply me when I complain about my mouse, dem replace am sharp sharp. na correct product be dis.",positive
"I swear, Dis watch no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"Omo, Umbrella or watch dey work but the handle dey shake small, e still dey manage.",neutral
"See ehn, Dis toy sweet me well well, e reach as e dey for picture, delivery sef no waste time. I dey happy well well.",positive
"I swear, Packaging good, torch light come as described, I go still buy from dis seller again. e worth the money.",positive
"Chai, wall clock dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. I fit still consider am next time.",neutral
"Laptop bag or baby clothes dey okay, zip small tight but e go loosen with time I believe.",neutral
"Dis charger sweet me well well, e reach as e dey for picture, delivery sef no waste time. e worth the money.",positive
"Small small, Seller no send full umbrella wey I order, one piece dey missing inside the package. I no go order again.",negative
"As I dey talk, I don tell my whole family make dem use Jumia because of how dis washing machine order turn out. na correct product be dis.",positive
"Omo, Everything come complete, instructions dey inside, my face cap setup no stress me at all. no regret at all.",positive
"Believe me, face cap strong die, price sef affordable well well, no complain at all. no regret at all.",positive
"Omo, E no bad but the color no match wetin dem show for picture for dis dress, small disappointment.",neutral
"God when catch person, Best purchase I don make dis year na dis face cap, e dey save my time every day. e worth the money.",positive
"Omo, Best purchase I don make dis year na dis television, e dey save my time every day. I dey happy well well.",positive
"To God who made me, Seller dey blackmail person, my speaker no reach up till two weeks, I don report am. make una no waste your money.",negative
"See ehn, baby clothes dey work fine, no wahala at all since I don start to use am. no regret at all.",positive
"Believe me, I love how dem wrap the cream, extra plastic everywhere, e no fit spoil for road.",positive
"Chai, Dem send expired gown to me, I no even fit use am, na waste of money be dis. no be small disappointment.",negative
"As I dey talk, I don tell my whole family make dem use Jumia because of how dis generator order turn out. no regret at all.",positive
"No be lie, Seller ignore my message tire about dis kettle, when e finally reach na wrong color entirely. no be small disappointment.",negative
"Chai, Everything come complete, instructions dey inside, my toaster setup no stress me at all. I don recommend am to my people.",positive
"Fit dey okay, size correct for dis earpiece, but material fit better small, na still usable sha. e dey manage like that.",neutral
"See ehn, Product fine but face cap box small small damage reach house, no be too serious sha. e dey manage like that.",neutral
"Chai, television strong die, price sef affordable well well, no complain at all. na correct product be dis.",positive
"Small small, This toaster cause wahala for me, I no know if na fake or wetin, no buy am o.",negative
"As I dey talk, Best purchase I don make dis year na dis iron, e dey save my time every day.",positive
"Honestly, Packaging good, wig come as described, I go still buy from dis seller again. I don recommend am to my people.",positive
"I swear, Na my third time to buy office chair from Jumia, dem never disappoint me, packaging tight well. make una try am.",positive
"Chai, This electric kettle cause wahala for me, I no know if na fake or wetin, no buy am o. e pain me well well.",negative
"To God who made me, Na my third time to buy sunglasses from Jumia, dem never disappoint me, packaging tight well. I don recommend am to my people.",positive
"Guy, I love how dem wrap the sunglasses, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"Na wa o, Sound or function dey there for dis earpiece, nothing extraordinary, e go do for person wey no too particular. e go still do for the price.",neutral
"To God who made me, Chai dis television na correct investment, I dey enjoy am tire. I dey happy well well.",positive
"To God who made me, Product fine but gown box small small damage reach house, no be too serious sha.",neutral
"Werey no dey do person, Dis charger sweet me well well, e reach as e dey for picture, delivery sef no waste time.",positive
"Omo, Dis baby clothes sweet me well well, e reach as e dey for picture, delivery sef no waste time. make una try am.",positive
"Believe me, E no bad but the color no match wetin dem show for picture for dis shoe, small disappointment. I fit still consider am next time.",neutral
